Kosten Aqua,Charakter Pipeline,Element,Kartenart,⭕️,Kartentext,Kartentyp,Design Skelett,Kosten Ignis,ID,Erstellungsdatum,⚔️,Flavourtext,Erstellt von,Kosten Ungeprägt,Idee Brackground,🛡️,Slot zugewiesen,Status,Kosten Aeris,Einzigartig,Set Release,Kartentext-Planung,Kosten Terra,Kosten Magica,Letzte Änderung,Rarität,Name,PageID,Row_Hash
,[],[],[],,"OPT; Wenn ein verbündeter Charakter eine Karte zerstört, ziehe eine Karte.",[],[],,525,2025-10-26T18:55:00.000Z,25/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],25/30,True,Export,2.0,True,[],"OPT; Wenn ein verbündeter Charakter eine Karte zerstört, ziehe eine Karte.",,,2025-10-27T16:23:00.000Z,Common,Gwendolin Eisenfeder,29895bba-56ba-802d-8335-ed9e15a02a3c,9838301411
,[],[],[],,"Verhindere allen Kampfschaden, der diese Runde zugeteilt wird.",[],[],,536,2025-10-26T19:34:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,,False,[],"Verhindere allen Kampfschaden, der diese Runde zugeteilt wird.",,2.0,2026-01-12T00:07:00.000Z,Common,Magische Übereinkunft,29895bba-56ba-803c-9a66-d1b50508e6fa,9419572414
,[],[],[],,Bedrohlich,[],[],2.0,529,2025-10-26T19:08:00.000Z,25/15,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],20/20,True,Export,,False,[],Bedrohlich,,,2026-01-11T23:49:00.000Z,Common,Zyklop,29895bba-56ba-8041-80d1-e5e33b7c2a34,6511677369
1.0,[],[],[],,"Siehe dir die obersten zwei Karten von deinem Deck an, nimm eine auf die Hand, lege die andere unter dein Deck.",[],[],,517,2025-10-26T18:22:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],"Siehe dir die obersten zwei Karten von deinem Deck an, nimm eine auf die Hand, lege die andere unter dein Deck.",,,2026-01-11T23:00:00.000Z,Common,Verlegener Blick,29895bba-56ba-8044-a57f-f0886ac16b9a,9960758197
,[],[],[],,"Wenn ich angreife, erhalte ich Erstschlag.",[],[],2.0,530,2025-10-26T19:11:00.000Z,40/25,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],30/35,True,Export,,True,[],"Wenn ich angreife, erhalte ich Erstschlag.",,,2026-01-11T22:19:00.000Z,Common,Reinhard vom Greifenberg,29895bba-56ba-8046-ac71-d34b3dbefc4e,1869724280
3.0,[],[],[],,"Wenn AC10 das Schlachtfeld betritt nimm eine Elementarkarte die du kontrollierst auf die Hand zurück, Du darfst in diesem Zug eine weitere Elementarkarte spielen.",[],[],,516,2025-10-26T18:14:00.000Z,25/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],25/30,True,Export,,False,[],"Wenn AC10 das Schlachtfeld betritt nimm eine Elementarkarte die du kontrollierst auf die Hand zurück, Du darfst in diesem Zug eine weitere Elementarkarte spielen.",,,2026-01-11T23:01:00.000Z,Common,Magier des Nordens,29895bba-56ba-804a-be01-c1ba7a5bb257,8420883906
,[],[],[],,,[],[],,521,2025-10-26T18:43:00.000Z,40/40,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],40/40,True,Export,2.0,False,[],,,,2026-01-11T23:30:00.000Z,Common,Ritter der Sturmlande,29895bba-56ba-804d-933b-dad79343eb0e,9191901297
,[],[],[],,"Sofort Spielbar
Ein Charakter oder Manifestation deiner Wahl erhält einen Bannkreis",[],[],,535,2025-10-26T19:31:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,,False,[],"Sofort Spielbar
Ein Charakter oder Manifestation deiner Wahl erhält einen Bannkreis",,1.0,2026-01-12T00:05:00.000Z,Common,Schutzzauber,29895bba-56ba-8075-8bc7-c0aa1bd21021,3860851216
,[],[],[],,Schildbrecher,[],[],,541,2025-10-26T19:52:00.000Z,40/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],20/30,True,Export,,False,[],Schildbrecher,3.0,,2025-10-27T16:23:00.000Z,Common,TC14,29895bba-56ba-8078-af7d-e712b79be93b,764820455
,[],[],[],,Wenn Ich das Spielfeld betrete ziehe eine Karte,[],[],,520,2025-10-26T18:39:00.000Z,10/15,"„Trage die Stimme, nicht das Urteil. Übergib den Vorteil, nicht die Drohung.“ — 3. Leitspruch der Botengilde",9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],10/15,True,Export,1.0,True,[],Wenn Ich das Spielfeld betrete ziehe eine Karte,,,2025-10-28T12:42:00.000Z,Common,Elias Greer,29895bba-56ba-8084-a60e-ef5a2d34b593,4263505718
,[],[],[],,Wenn ein Ereignis gespielt wird erhalte ich +10/+10 bis zum Ende des Zuges.,[],[],,533,2025-10-26T19:25:00.000Z,20/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],30/30,True,Export,,False,[],Wenn ein Ereignis gespielt wird erhalte ich +10/+10 bis zum Ende des Zuges.,,2.0,2026-01-12T00:01:00.000Z,Common,Magierin des Sonnenordens,29895bba-56ba-8087-986e-db11e9fb0f6f,3213197605
,[],[],[],,"Sofort Spielbar
Schicke einen Charakter deiner Wahl bis am ende des zuges ins Exil.",[],[],,537,2025-10-26T19:37:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,,False,[],,,1.0,2025-11-23T09:45:00.000Z,Common,Umleitung,29895bba-56ba-808f-9963-d38a4111366e,8618449011
,[],[],[],,<ability>Positionswechsel</ability> <desc>Ich darf stattdessen in der <phase>Hauptphase</phase> <self>meine</self> <key>Position</key> ändern.</desc>,[],[],,522,2025-10-26T18:44:00.000Z,35/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],30/35,True,Export,2.0,True,[],"Positionswechsel,
Nachschub,",,,2025-12-20T16:45:00.000Z,Common,Sir Trystan Eisenfaust,29895bba-56ba-809d-80d4-fbb7a0b3a7da,8786167012
3.0,[],[],[],,Sofort Spielbar,[],[],,514,2025-10-26T18:10:00.000Z,30/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],30/30,True,Export,,False,[],Sofort Spielbar,,,2025-10-27T16:22:00.000Z,Common,Grüner Schuppenhecht,29895bba-56ba-80ae-a209-d1666e23065d,9302993969
,[],[],[],,Bankreis 1,[],[],,532,2025-10-26T19:24:00.000Z,20/20,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],20/20,True,Export,,False,[],Bankreis 1,,1.0,2026-01-12T00:04:00.000Z,Common,Novizin des Ausgleichs,29895bba-56ba-80b4-80ed-cfcf20708a60,3581347017
2.0,[],[],[],,Tödlicher Angriff,[],[],,513,2025-10-26T18:03:00.000Z,5/10,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,,[],5/10,True,Export,,False,[],Tödlicher Angriff,,,2026-01-12T15:03:00.000Z,Common,Hinterhältiger Goblin,29895bba-56ba-80c7-90ed-cc5ee770072e,5661072103
3.0,[],[],[],,"Wenn AC09 das Schlachtfeld betritt, gib einen Charakter, mit kosten 4 oder weniger, deiner Wahl auf die Hand seines Besitzers zurück",[],[],,515,2025-10-26T18:11:00.000Z,30/40,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],40/30,True,Export,,False,[],"Wenn AC09 das Schlachtfeld betritt, gib einen Charakter, mit kosten 4 oder weniger, deiner Wahl auf die Hand seines Besitzers zurück",,,2026-01-11T22:56:00.000Z,Common,Geister Kardinal,29895bba-56ba-80cf-b129-f359fab47dbc,2519458896
,[],[],[],,Erstschlag,[],[],,523,2025-10-26T18:50:00.000Z,30/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],30/30,True,Export,2.0,True,[],Erstschlag,,,2025-10-27T16:23:00.000Z,Common,Thea Eisenfeder,29895bba-56ba-80d4-b366-e5b1309aef0c,2261520726
,[],[],[],,"Sofort Spielbar
Ein Charakter deiner Wahl erhält Erstschlag bis zum ende des Zuges.",[],[],,526,2025-10-26T18:59:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,2.0,False,[],"Sofort Spielbar
Ein Charakter deiner Wahl erhält Erstschlag bis zum ende des Zuges.",,,2026-01-11T23:34:00.000Z,Common,Rückenwind,29895bba-56ba-80e8-bc3b-eee8f10092a9,3547655080
2.0,[],[],[],0.0,"2,A; Ein Charakter deiner Wahl erhält “Tödlicher Angriff” bis zum Beginn deines nächsten Zuges.",[],[],,519,2025-10-26T18:31:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],"2,A; Ein Charakter deiner Wahl erhält “Tödlicher Angriff” bis zum Beginn deines nächsten Zuges.",,,2025-12-04T21:29:00.000Z,Common,Labor des Giftmischers,29895bba-56ba-80ea-b064-ea9e952096d0,5217888201
,[],[],[],,Angreifer,[],[],1.0,527,2025-10-26T19:06:00.000Z,25/25,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],–/–,True,Export,,False,[],Angreifer,,,2026-01-11T23:51:00.000Z,Common,Blutklinge ,29895bba-56ba-80f2-a5bf-c62d5cc47dcc,5004930341
1.0,[],[],[],0.0,"1,A; Ein Charakter deiner Wahl erhält +0/+20 bis am ende des Zuges.",[],[],,518,2025-10-26T18:27:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,,False,[],"1,A; Ein Charakter deiner Wahl erhält +0/+20 bis am ende des Zuges.",,,2026-01-11T23:04:00.000Z,Common,Kleiner Aquaschrein,29895bba-56ba-80fb-a54b-dbd7991333b0,3666245284
,[],[],[],,"Flankieren,
Wenn ich einen Charakter in Verteidigungsposition abgreife erhalte ich +20/+0",[],[],,524,2025-10-26T18:51:00.000Z,20/40,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],30/30,True,Export,2.0,True,[],"Flankieren,
Wenn ich einen Charakter in Verteidigungsposition abgreife erhalte ich +20/+0",,,2025-11-23T10:26:00.000Z,Common,Cari Eisenfeder,29895bba-56ba-80fd-a83c-db7470766e80,6297460840
,[],[],[],1.0,,[],[],,542,2025-11-06T19:56:00.000Z,,,278d872b-594c-8158-a9a7-00026cc9f734,3,[],,False,Neu,,False,[],Opt.: Erzeuge ein Element in der Farbe deiner Wahl.,,,2025-11-06T19:58:00.000Z,Common,Elementarstein ,2a395bba-56ba-80e6-a27c-d3c17631bfdc,4766973597
,[],[],[],,,[],[],,102,2023-09-14T21:12:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],50,False,Backup,,False,[],1. Eine gewählter ,,,2025-08-10T18:21:00.000Z,,Weltenbrand (alt),2a6440c4-12d9-408d-9700-2581425c5b46,7112262358
,[],[],[],,"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",[],[],1.0,356,2024-03-29T19:49:00.000Z,0/5,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,,[],5/5,True,TCG Arena,,False,[],Nachschub,,,2025-10-27T15:38:00.000Z,Common,Vertreter der Bardengilde,2afa07f5-1218-4473-bb63-de1a158a38ce,3289848320
,[],[],[],,,[],[],,145,2023-10-29T13:03:00.000Z,35,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,[],40,False,Backup,,False,[],,,,2023-11-23T20:39:00.000Z,,Einsamer Dachs,2b3b7f84-b19d-4261-bb4c-829b8f7d28aa,4172443393
3.0,[],[],[],,Du darfst jedem Spieler eine Elementarkarte deiner Wahl auf die Hand zurückgeben.,[],[],,543,2025-11-23T10:48:00.000Z,,"Der heftige Regen vermag es, zugleich erfrischend und störend zu sein.",9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,,False,[],Du darfst jedem Spieler eine Elementarkarte deiner Wahl auf die Hand zurückgeben.,,,2026-01-09T19:53:00.000Z,Common,Monsun,2b495bba-56ba-8074-8244-df9cceac01a3,3311945444
,[],[],[],,Füge zwei mal einem Charakter oder Manifestation deiner Wahl 5 Schaden zu.,[],[],1.0,545,2025-11-23T11:05:00.000Z,,"“Brennt es nieder.”
Eron von Grauenfurt",9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],Füge zwei mal einem Charakter oder Manifestation deiner Wahl 5 Schaden zu.,,,2025-11-23T17:14:00.000Z,Common,Feuerpfeile,2b495bba-56ba-8081-a459-d6a79622b302,9908694433
,[],[],[],,"Lege die Fesseln auf eine Charrakter deiner Wahl.
Dieser Charakter darf seine Kampfposition nicht mehr verändern.
(Wenn der Charrakter strirbt lege die Fesseln in deinen Friedhof.)",[],[],,544,2025-11-23T10:54:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,2.0,False,[],"Lege die Fesseln auf eine Charrakter deiner Wahl.
Dieser Charakter darf seine Kampfposition nicht mehr verändern.
(Wenn der Charrakter strirbt lege die Fesseln in deinen Friedhof.)",,,2025-11-23T17:12:00.000Z,Common,Fesseln,2b495bba-56ba-8097-8f52-dcc14161af70,589545078
,[],[],[],,Wenn ich das Schlachtfeld betrete schicke eine Karte deiner Wahl aus dem Friedhof des Gegners ins Exil.,[],[],,548,2025-11-23T11:29:00.000Z,50/50,"“Wo sie Wandelt stagniert der Kreislauf”
Sirka",9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],50/50,True,Export,,False,[],Wenn ich das Schlachtfeld betrete schicke eine Karte deiner Wahl aus dem Friedhof des Gegners ins Exil.,3.0,,2025-12-20T12:26:00.000Z,Common,Verwunschene Dryade,2b495bba-56ba-80c6-b1cb-ef2862c1c008,5570595223
,[],[],[],,füge einem Charakter deiner wahl 10xX Schaden zu.,[],[],2.0,546,2025-11-23T11:10:00.000Z,,"“Bringt mehr Holz, da ist noch Ketzer übrig”
Sir Lothar von Albsstein",9cdffd73-9e9c-43b8-a9e5-754524c97de8,X,[],,True,Export,,False,[],füge einem Charakter deiner wahl 10xX Schaden zu.,,,2025-11-23T17:14:00.000Z,Common,Feuersbrunst,2b495bba-56ba-80ce-8510-e6d8436a45b5,5471550209
,[],[],[],,"Als zusätzliche Kosten entferne Bannkreise von Karten die du kontrolliert.
Du darfst so viele Karten ziehen, wie du Bannkreise entfernt hast.",[],[],,547,2025-11-23T11:15:00.000Z,,"“Energie hat keine feste Form,Ein Magier kann die Energie Formen wie er es wünnscht.”",9cdffd73-9e9c-43b8-a9e5-754524c97de8,,[],,True,Export,,False,[],"Als zusätzliche Kosten entferne Bannkreise von Karten die du kontrolliert.
Du darfst so viele Karten ziehen, wie du Bannkreise entfernt hast.",,2.0,2025-11-27T21:00:00.000Z,Common,Transmutation,2b495bba-56ba-80f6-bca2-eb064befc94e,4357959864
,[],[],[],,Ein Charakter deiner Wahl erhält -30/-30 bis zum ende des Zuges.,[],[],,549,2025-11-23T11:34:00.000Z,,"“Erschöpfung zwingt selbt die Mächtigsten Krieger in die Knie”
Kardess, der Feldkoch",9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,,False,[],Ein Charakter deiner Wahl erhält -30/-30 bis zum ende des Zuges.,2.0,,2025-11-23T17:19:00.000Z,Common,Schwere Erschöpfung,2b495bba-56ba-80f8-93b3-e7822f742418,1673801767
,[],[],[],,,[],[],,195,2023-11-27T12:10:00.000Z,20,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],20,False,Backup,,False,[],"Elementarvolk, Akata
Immer wenn ein anders Elementarvolk ins Spiel kommt, ziehe eine Karte.",,,2025-08-10T18:22:00.000Z,,Akata,2b6f18a9-8056-40d8-abf7-3df14ad890db,8668826281
1.0,[],[],[],,"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Ein <kind>Charakter</kind> Deiner Wahl, den Du <key>kontrollierst</key>, kann bis <key>Phasenende</key> nicht als <key>Ziel</key> für <key>Effekte</key> oder <kind>Ereignisse</kind> gewählt werden.",[],[],,343,2024-03-12T13:57:00.000Z,,"“Oh ihr Elemente, stehet mir bei!”",64d6852f-afd2-42dc-be8d-a52c7535ed01,,[],,True,TCG Arena,,False,[],"Sofort spielbar
Ein Charakter deiner Wahl den du kontrollierst kann bis am ende der Phase nicht als Ziel für Effekte oder Ereignisse gewählt werden. Es darf ein neues Ziel gewält werden.",,,2026-01-11T20:55:00.000Z,Uncommon,Stoßgebet zu den Elementen,2b8d7d97-3351-4ab9-afe5-060648afc820,3159949257
2.0,[],[],[],,"<ability>Tödlicher Angriff</ability> <desc><damage>5</damage> <key>Schaden</key> von mir genügen, um mein Ziel zu töten.</desc>
<ability>Bedrohlich</ability> <desc><self>Ich</self> kann nur durch mindestens 2 <kind>Charaktere</kind> <key>geblockt</key> werden.</desc>
<self>Ich</self> darf nur <kind>Charaktere</kind> <key>angreifen</key>.",[],[],,394,2024-04-01T10:37:00.000Z,10/5,,5f2c59ce-5186-41f5-ac91-c07b3d49bc7d,1,[],0/5,True,Playtest,,False,[],"Kann nur Charaktere angreifen
Tödlicher Angriff
Kann nur von 2 oder mehr Charakteren geblockt werden",,,2026-01-12T15:08:00.000Z,Uncommon,Meuchelmörder,2bcabf36-c589-4376-8e15-1cafedc1b747,3077262531
,[],[],[],,"<cost><opt/></cost><desc>Einmal pro Zug</desc> Wenn ich angreife, darfst Du <terra/><terra/><unshaped2/> zahlen: Du erhältst nach dieser <phase>Kampfphase</phase> eine weitere, in der nur ich angreifen darf.",[],[],,551,2025-12-02T18:47:00.000Z,55/55,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],55/55,True,Export,,True,[],"OPT Wenn ich angreife darfst du 2,T,T, zahlen;
Nach dieser Kampfphase erhältst du eine weitere Kampfphase, in dieser Kampfphase darf keine Karte außer mir angreifen.",3.0,,2026-01-12T21:20:00.000Z,Rare,Bromus,2bd95bba-56ba-8077-8c39-e0e1a4697e1a,4474298856
,[],[],[],,"<ability>Verhöhnen</ability> <desc><self>Ich</self> muss zuerst als <key>Angriffsziel</key> <key>gewählt</key> werden.</desc>
<self>Ich<self/> kann nur von <kind>Charakteren</kind> mit <key>Elementarkosten</key> <unshaped4/> oder mehr als Angriffsziel gewählt werden.",[],[],3.0,552,2025-12-02T18:57:00.000Z,15/25,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],15/25,True,Export,,True,[],"Verhöhnen,
Ich kann nur von Charakteren mit Kosten 4 oder mehr als Angriffsziel gewählt werden.",,,2026-01-12T20:58:00.000Z,Rare,Miriam,2bd95bba-56ba-80ed-8745-c6409f426f5c,8797958091
,[],[],[],,,[],[],,69,2023-09-10T01:13:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],,,,2025-08-10T18:21:00.000Z,,Geisterschiff,2c0dcedf-194a-48f8-a1c2-8e2b5b2194f5,5926420684
,[],[],[],,,[],[],,45,2023-09-09T12:51:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Wenn die ,,,2025-08-10T18:21:00.000Z,,Turbulenter Strom,2cb9b81f-dc5c-442f-b79d-5b8e45c9ea87,4352500990
,[],[],[],,,[],[],,569,2025-12-20T17:24:00.000Z,,“Brauchst du das noch?”,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,2.0,False,[],"Ein Gegner deiner Wahl wirft so viele Karten seiner Wahl ab, wie Ereignisse in diesem Zug gespielt worden sind.",,,2025-12-20T17:29:00.000Z,Uncommon,EU15,2cf95bba-56ba-800d-9cd1-cab5d511f420,5384409030
,[],[],[],,,[],[],,555,2025-12-20T14:13:00.000Z,40/60,"“Die Augen, Die Augeeen.”
Namenloser Soldat",9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],50/60,True,Export,,False,[],"Schildbrecher (Falls ich einen blockenden Charakter zerstört, füge den restlichen Schaden dem ursprünglichen Ziel zu)
Wenn ich das Spielfeld betrete darf ein Charakter deiner Wahl, bis zu deinem nächsten Zug weder angreifen noch blocken.",4.0,,2025-12-20T14:17:00.000Z,Uncommon,Basilisk,2cf95bba-56ba-800e-b74d-ee8bada56897,9713079987
,[],[],[],,,[],[],,566,2025-12-20T17:18:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,1.0,False,[],"Sofort Spielbar
Ein Charakter deiner Wahl verlässt das Schlachtfeld und betritt das Schlachtfeld unter der Kontrolle seines Besitzers.",,,2025-12-20T17:21:00.000Z,Uncommon,EU12,2cf95bba-56ba-8011-a206-eb9c4b1b15c4,4915080625
,[],[],[],,,[],[],,556,2025-12-20T14:28:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],"Herbeirufen 4
Wenn du zusätzlich 2 bezahlst, ziehe eine Karte.",1.0,,2025-12-20T14:33:00.000Z,Uncommon,Wir stehen zusammen!,2cf95bba-56ba-8033-9566-fad5d949b746,4548867492
,[],[],[],1.0,,[],[],,559,2025-12-20T16:11:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],"Lege eine Elementarkarte die du kontrolierts auf den Friedhof, ein Charakter deiner Wahl erhält -20/-20",4.0,,2025-12-20T16:17:00.000Z,Uncommon,Dornenaltar,2cf95bba-56ba-8036-98f6-eba156981d07,6771985210
,[],[],[],,,[],[],,568,2025-12-20T17:22:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,,[],,True,Export,2.0,False,[],"Ein Charakter deiner Wahl erhält Flankieren, bis zum ende des Zuges.",,,2025-12-20T17:24:00.000Z,Uncommon,EU14,2cf95bba-56ba-8046-8b33-ca37a7b146cd,6886063379
,[],[],[],,,[],[],,553,2025-12-20T13:47:00.000Z,20/20,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],20/30,True,Export,,True,[],"Verhöhnen,
Erstschlag,",3.0,,2025-12-20T13:54:00.000Z,Uncommon,Rodrick,2cf95bba-56ba-8050-87ce-fe554bf8d8f6,7904589398
,[],[],[],,,[],[],,564,2025-12-20T17:00:00.000Z,30/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],35/20,True,Export,2.0,False,[],Wenn ich angreife erhält ein Charakter deiner wahl erstschlag.,,,2025-12-20T17:04:00.000Z,Uncommon,EU08,2cf95bba-56ba-805d-855b-f0232498e72d,7886070895
,[],[],[],,,[],[],,572,2025-12-20T17:37:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,2.0,False,[],"opt;
Du darfst eine Charakterkarte aus deiner Elementarzone spielen indem du Ihre Kosten bezahlst.",,,2025-12-20T17:39:00.000Z,Uncommon,EU18,2cf95bba-56ba-807d-b351-f3d97a1b3b5e,8140319803
,[],[],[],,,[],[],,563,2025-12-20T16:50:00.000Z,35/45,“Was soll schon Schief gehen”,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],40/50,True,Export,4.0,True,[],Andere Krieger die du kontrollierts erhalten +0/+10,,,2025-12-20T17:00:00.000Z,Uncommon,Henning aus Gloria,2cf95bba-56ba-8082-8835-dd60ce81af7c,8017752071
2.0,[],[],[],,,[],[],,574,2025-12-20T17:51:00.000Z,20/20,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],20/20,True,Export,,True,[],"Herbeirufen Bestie
Ich erhalte für jede Bestie die du kontrollierst +10/+10",,,2026-01-11T20:21:00.000Z,Uncommon,"Celine, Tochter der Leviathane",2cf95bba-56ba-8083-8d79-e1e42016c6b7,1370403787
,[],[],[],,,[],[],,565,2025-12-20T17:05:00.000Z,30/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,,[],10/10,True,Export,3.0,False,[],"Flankieren,
Für 2,E,E,E, darfst du mich spielen als hätte ich “Sofort Spielbar”",,,2025-12-20T17:09:00.000Z,Uncommon,EU10,2cf95bba-56ba-8092-9379-ee61f67953da,8412980282
,[],[],[],,,[],[],,561,2025-12-20T16:39:00.000Z,25/15,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],15/25,True,Export,2.0,False,[],Positionswechsel,,,2025-12-20T16:41:00.000Z,Uncommon,Wächter von Irgendwo,2cf95bba-56ba-809a-9701-cbfbdc261405,9735465737
,[],[],[],,,[],[],,567,2025-12-20T17:21:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,2.0,False,[],"Tausche eine Handkarte mit einer deiner Schildkarten.
Ziehe eine Karte.",,,2025-12-20T17:22:00.000Z,Uncommon,EU13,2cf95bba-56ba-809f-9bbc-e6b70cc250e9,3889613341
,[],[],[],,,[],[],,571,2025-12-20T17:32:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,2.0,False,[],"Sofort Spielbar,
Verhindere den effekt einer Manifestation.",,,2025-12-20T17:36:00.000Z,Uncommon,EU16,2cf95bba-56ba-80b0-a096-c28627ae721a,5766297442
,[],[],[],,,[],[],,554,2025-12-20T13:53:00.000Z,40/35,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],35/40,True,Export,,True,[],"1,T;
Ein Soldat deiner Wahl erhält +10/+10 bis zum ende des Zuges",3.0,,2025-12-20T13:58:00.000Z,Uncommon,Sir Roven Silverblade,2cf95bba-56ba-80b2-a2c6-febb2256e1af,4635054895
,[],[],[],,,[],[],,562,2025-12-20T16:41:00.000Z,15/35,“Gloria”,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],20/20,True,Export,3.0,True,[],"Flankieren,
Bedrohlich",,,2025-12-20T17:00:00.000Z,Uncommon,Willow aus Gloria,2cf95bba-56ba-80c4-994e-d097b699c800,5487079595
,[],[],[],,,[],[],,558,2025-12-20T16:03:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],"opt;
Wenn ein Charakter den du kontrollierst das schlachtfeld betritt darfst du eine Karte ziehen.",2.0,,2025-12-20T16:04:00.000Z,Uncommon,Heerlager,2cf95bba-56ba-80e2-bffe-c63605bad9c1,8050803891
,[],[],[],1.0,,[],[],,573,2025-12-20T17:39:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,3.0,False,[],"2,E,opt;
Bringe einen Charakter deiner Wahl in die Angriffshaltung
Bis zu deinem nächsten Zug muss dieser Charakter, wann immer möglich, angreifen.",,,2025-12-20T17:46:00.000Z,Uncommon,EU19,2cf95bba-56ba-80ec-899e-c2528ad96afd,2207699059
,[],[],[],,,[],[],,557,2025-12-20T15:58:00.000Z,,Stetig dreht sich das Rad,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,,False,[],"opt;
Lege die oberste Karte von deinem Deck auf deinen Friedhof. Erzeige ein Element in einer Farbe deiner Wahl.",2.0,,2025-12-20T16:00:00.000Z,,Mühlestein,2cf95bba-56ba-80f6-ac56-d1462782caa7,9672075164
,[],[],[],,,[],[],,570,2025-12-20T17:29:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,3.0,False,[],Alle Charaktere in der Angriffshaltung erhalten 40 Schaden.,,,2025-12-20T17:31:00.000Z,Uncommon,Pfeilhagel,2cf95bba-56ba-80f7-915c-e4990cc964a6,8498841059
